slice_id,service,start_ms,n,delta,prefill_chunk,cache_cap,bucket_budget,admit_window,fcfs_lat,fcfs_ttft,sjf_lat,sjf_ttft,milp_incumbent,milp_bound,milp_gap,milp_status,solve_s,binvars,warm_applied
conv_r0.5_o0_n400,conv,190800000,400,8,2048,60000,4000,410,45042,38870,32634,26462,32634.0,22385.0,0.31405895691609975,Time limit reached,4336.6,164400,True
conv_r0.5_o36_n400,conv,192960000,400,8,2048,60000,4000,401,42274,35764,33846,27336,33846.0,22787.0,0.32674466702121374,Time limit reached,4566.0,160800,True
conv_r0.7_o36_n400,conv,286560000,400,8,2048,60000,4000,310,37188,31910,32332,27054,32332.0,21152.0,0.3457874551527898,Time limit reached,3431.8,124400,True
conv_r0.9_o12_n400,conv,144720000,400,8,2048,60000,4000,222,28475,24042,25692,21259,25692.0,16959.0,0.3399112564222326,Time limit reached,2665.0,89200,True
conv_r0.9_o36_n400,conv,146160000,400,8,2048,60000,4000,254,39024,33814,30267,25057,30267.0,19710.0,0.3487957181088314,Time limit reached,2874.9,102000,True
code_r0.3_o0_n400,code,136800000,400,8,2048,60000,4000,150,10391,8667,11754,10030,8043.0,5546.0,0.31045629740146713,Time limit reached,2039.3,60400,True
code_r0.3_o36_n400,code,138960000,400,8,2048,60000,4000,150,12869,11629,13398,12158,12869.0,7971.0,0.38060455357836664,Time limit reached,2034.2,60400,True
code_r0.5_o24_n400,code,87840000,400,8,2048,60000,4000,150,13063,11544,13987,12468,9293.000000000236,7701.0,0.1713117400193905,Time limit reached,2019.7,60400,True
